,hi-en,hi
1097,karz,कर्ज़
1098,rutgers,रट्‍जर्स
1099,elissa,एलिसा
1100,sulemann,सुलेमान
1101,chela,चेला
1102,fortes,फोर्ट्रेस
1103,haijan,हाइज़न
1104,dhoodh,धुंद
1105,merathan,मेराथन
1106,emali,एमिली
1107,haris,हॅरिस
1108,kaanoon,कानून
1109,apana,अपना
1110,apan,अपना
1111,pahalwan,पहलवान
1112,march,मार्च
1113,latona,लैटोना
1114,atulya,अतुल्य
1115,la,ला
1116,raispa,रैस्पा
1117,solferino,सोल्फेरिनो
1118,abhinanda,अभिनन्दा
1119,morne,मॉर्न
1120,wayne,वेन
1121,sunil,सुनील
1122,manjit,मनजीत
1123,manimuthar,मणिमुथर
1124,sindhi,सिंधी
1125,hannan,हन्नान
1126,sarkar,सरकार
1127,week,वीक
1128,south,साउथ
1129,carolina,कैरोलिना
1130,nevalina,नेवानलिना
1131,yelena,येलेना
1132,parivaar,परिवार
1133,vichoda,विछोड़ा
1134,ganaadhyaksh,गणाध्यक्ष
1135,saket,साकेत
1136,newly,नूतन
1137,bhlood,खून
1138,sweat,पसीना
1139,form,रूप
1140,rupaiya,रुपैया
1141,gray,कंबरलैंड
1142,cuica,क्युका
1143,jassi,जस्सी
1144,nekiya,नेकिया
1145,omika,उमिका
1146,shashiprabh,शशिप्रभ
1147,panvin,पनविन
1148,kunwari,कुँवारी
1149,kunwara,कुँवारा
1150,marryland,मेरीलैंड
1151,deepak,दीपक
1152,safiya,सफीय
1153,barabaki,बाराबंकी
1154,faniya,फॉनिया
1155,francisco,फ्रांसेस्को
1156,morosini,मोरोसिनी
1157,veland,वेलैंड
1158,somnath,सोमनाथ
1159,jyotileng,ज्योतिर्लिंग
1160,tomi,टॉमी
1161,hilifzar,हिल्फ़िज़र
1162,jamnagar,जामनगर
1163,kent,केंट
1164,hundai,हुंडई
1165,thuraiyya,थुरय्या
1166,thasiyan,थ्रासियन
1167,amalsad,अमलसद
1168,mosadek,मोसाद्देक
1169,hussain,हुसैन
1170,dabolim,दबोलिम
1171,pilani,पिलानी
1172,vachaspati,वाचस्पति
1173,mechladrija,मेखलाद्रिजा
1174,aayub,अय्यूब
1175,ylrkaya,ल्युकायन
1176,kevernes,केवरन्स
1177,anamol,अनमोल
1178,indirapurm,इंदिरापुरम
1179,bhitiwala,भिटीवाला
1180,govindagadh,गोविंदगढ़
1181,best,वेस्ट
1182,spitsburgan,स्पीट्‍सबर्गन
1183,finlandia,फिनलैंडिया
1184,moti,मोती
1185,sanyasi,सन्यासी
1186,tecsas,टेक्सास
1187,health,हैल्थ
1188,science,साइंस
1189,center,सेंटर
1190,memsahab,मेमसाब
1191,vishist,विशिष्ट
1192,rayne,रायने
1193,lecture,लिट्रेचर
1194,ashraphal,अशराफल
1195,gurbhagat,गुरभगत
1196,mashud,मश्हुद
1197,vahi,वही
1198,bhayanak,भयानक
1199,raat,रात
1200,ashok,अशोक
1201,leyland,लीलैंड
1202,gulaab,गुलाब
1203,bannk,बैंक
1204,plaza,प्लाज़ा
1205,kashinath,काशीनाथ
1206,trintek,ट्रिनटेक
1207,jhootha,झूठा
1208,kahin,कहीं
1209,anjrakh,अज़राक
1210,olvay,ऑल्वे
1211,divakar,दिवाकर
1212,nagina,नगीना
1213,sajeev,सजीव
1214,murti,मूर्ति
1215,tabalaah,तबालाह
1216,men,मेन
1217,rabb,रब्ब
1218,bhagwat,भागवत
1219,chandrasekhar,चन्द्रशेखर
1220,north,उत्तर
1221,kannada,कन्नड़
1222,keith,कैथ
1223,dabengwa,डबेंग्वा
1224,quadrat,क्वाड
1225,rugby,रग्बी
1226,shankar,शंकर
1227,jinel,जिनेल
1228,wahidah,वहीदाह
1229,ganeshwar,गणेश्वर
1230,kolin,कॉलिन
1231,stewart,स्टुअर्ट
1232,nanowalia,नानोवालिया
1233,colddaykot,काल्डेकॉट
1234,kailashnath,कैलाशनाथ
1235,colton,कोल्टन
1236,basra,बसरा
1237,hemraj,हेमराज
1238,status,स्टेट्‍स
1239,military,मिलिट्री
1240,buddha,बौद्ध
1241,haidam,हैदम
1242,simon,सिमोन
1243,anjali,अंजलि
1244,foster,फॉस्टर
1245,jata,जटा
1246,shankari,शंकरी
1247,research,रिसर्च
1248,in,इन
1249,motion,मोशन
1250,every,एवरी
1251,param,परम
1252,majloom,मज़लूम
1253,ulas,उल्लास
1254,audition,ऑडाशियस
1255,ramavtar,रामावतर
1256,sadra,सद्र
1257,ethiopia,एथियोपिआ
1258,nurani,नुरानी
1259,balvinder,बलविंदर
1260,omprakash,ओमप्रकाश
1261,rachna,रचना
1262,jalangi,जलंगी
1263,lahiyaah,लहियाह
1264,bhandardara,भंडारदरा
1265,sirium,सीरियम
1266,isora,इसौरा
1267,vishwas,विश्वास
1268,peter,पीटर
1269,dharm,धरम
1270,naagoya,नागोया
1271,janam,जनम
1272,phere,फेरे
1273,samayapuram,समायापुरम
1274,aflatoon,अफलातून
1275,aurat,औरत
1276,pinaki,पिनाकी
1277,piya,पिया
1278,jogan,जोगन
1279,mala,माला
1280,bayonne,बायोने
1281,ilamanur,इलामनूर
1282,muniya,मुनिया
1283,van,वैन
1284,bisabroek,बिसब्रोएक
1285,toohey,टूहे
1286,belfast,बेलफास्ट
1287,saintgobain,सेंटगॉबैन
1288,tirukkottiyur,तिरुक्कोत्तियूर
1289,damascus,दमास्कस
1290,plat,बेनी
1291,silver,सिल्वर
1292,standard,स्टैंडर्ड
1293,resources,रिसोर्सेज़
1294,eon,इआन
1295,redpath,रेडपाथ
1296,kabul,काबुल
1297,mallika,मल्लिका
1298,chatwal,छटवाल
1299,neeli,नीली
1300,ful,फूल
1301,jabir,जबीर
1302,cameron,कैमरॉन
1303,nayagarh,नयागढ़
1304,jovita,जोविता
1305,badel,बडेल
1306,leopold,लियोपोल्ड
1307,baden,बाडेन
1308,bhul,भूल
1309,girija,गिरिजा
1310,mahira,महिरा
1311,shuaa,शुआ
1312,mahika,महिका
1313,kusumta,कुसुमलता
1314,gareth,गैरेथ
1315,hopikans,हॉप्किंस
1316,nilaadri,नीलाद्रि
1317,mohnish,मोहनीश
1318,naldurg,नलदुर्ग
1319,alroy,एलरॉय
1320,indianapolis,इंडियानापोलिस
1321,kolhtakar,कोल्हटकर
1322,visvendra,विश्वेन्द्र
1323,jeviera,ज़ेविएरा
1324,merrit,मेरिट
1325,apane,अपने
1326,apne,अपने
1327,galen,ग्लेन
1328,dimbel,ट्रिंबल
1329,mayalin,मायलिन
1330,amrut,अमूर्त
1331,ven,वेन
1332,laakirs,लार्किंस
1333,naned,ननेटे
1334,lek,लेक
1335,manyaara,मन्यारा
1336,polina,पौलिना
1337,glain,ग्लेंन
1338,orishtnemi,अरिष्टनेमि
1339,bandki,बंदकी
1340,prashant,प्रशांत
1341,vedya,वैद्य
1342,kunjna,कुंजना
1343,chanda,चंदा
1344,da,द
1345,faterland,फादरलैंड
1346,kapheel,कफील
1347,rakeeb,रकीब
1348,bukit,बुकिट
1349,tiga,टिगा
1350,puluha,पुलुह
1351,bahadoor,बहादुर
1352,kriss,क्रिस
1353,kaglejin,कगलेजिन
1354,sachin,सचिन
1355,tendulkar,तेंडुलकर
1356,ramaswaroop,रामस्वरूप
1357,albert,अल्बर्ट
1358,pinto,पिंटो
1359,ko,को
1360,gussa,गुस्सा
1361,kyou,क्यों
1362,aata,आता
1363,bijali,बिजली
1364,bagalkota,बागलकोट
1365,aarja,अज‍ि
1366,asmij,असमीज
1367,ian,इआन
1368,botham,बोथम
1369,aloysisus,अलोयसियस
1370,apmann,अपमान
1371,salim,सलीम
1372,parvez,परवेज़
1373,harris,हैरीस
1374,phoolan,फूलन
1375,sydney,सिडनी
1376,vajarabh,वज्राभ
1377,gayordi,गेओर्डी
1378,aurthor,ऑर्थर
1379,kannan,कानन
1380,dolay,डोलाय
1381,hai,है
1382,anandi,आनंदी
1383,devendra,देवेन्द्र
1384,century,सेंच्युरी
1385,sangbad,संगबद
1386,bind,ब्रैड
1387,young,यंग
1388,srinath,श्रीनाथ
1389,srikrishn,श्रीकृष्ण
1390,vaas,वास
1391,shane,शेन
1392,bond,बॉन्ड
1393,mahatma,महात्मा
1394,gandhi,गांधी
1395,huntarian,हुंटेरियन
1396,diving,डाइविंग
1397,main,मैं
1398,hoon,हूँ
1399,aladin,अलादीन
1400,trini,ट्रीनी
1401,nitin,नितिन
1402,hanover,हैनोवर
1403,sheri,श्री
1404,krishan,क़ृष्ण
1405,lila,लीला
1406,gallery,गैलरी
1407,key,की
1408,zindagi,ज़िंदगी
1409,wahidan,वहीदन
1410,fakih,फ़कीह
1411,sili,सीली
1412,angad,अंगद
1413,miss,मिस
1414,bombay,बॉम्बे
1415,jahadmah,जहदमाह
1416,canbera,कैनबेरा
1417,kanjhiranga,काज़ीरंगा
1418,ameer,अमीर
1419,aadmi,आदमी
1420,gareeb,गरीब
1421,jainan,जैनन
1422,monisha,मोनिषा
1423,jai,जय
1424,chitthoud,चित्तौड़
1425,mahadano,महादाणे
1426,banthra,बंथरा
1427,hamari,हमारी
1428,bahu,बहू
1429,alka,अल्का
1430,mili,मिली
1431,kezoram,केज़ोरम
1432,hansraj,हंसराज
1433,morarji,मोरारजी
1434,latangi,लतांगी
1435,nerina,नेरिना
1436,tom,टॉम
1437,riz,रिज़
1438,denik,दैन‍िक
1439,agradut,अग्रदूत
1440,widerten,वाइडरदैन
1441,gonda,गोंडा
1442,samrat,सम्राट
1443,credit,क्रेडिट
1444,suse,सुसे
1445,gulberga,गुलबर्गा
1446,pericutin,परिक्युटिन
1447,shimog,शिमोगा
1448,reshmi,रेशमी
1449,fault,कसूर
1450,wat,क्या
1451,is,है
1452,stavita,स्तविता
1453,dulcimer,डलसाइमर
1454,swati,स्वाति
1455,stone,नगीना
1456,phier,घाट
1457,attack,वार
1458,grand,ग्रैंड
1459,alliance,अलाएंस
1460,mohammed,मोहम्मद
1461,rafiq,रफीक
1462,vinothen,विनोथन
1463,animosity,वैर
1464,rumal,रुमाल
1465,league,लीग
1466,licrose,लैक्रोस
1467,offensive,ओफेंसिव
1468,player,प्लेयर
1469,year,ईयर
1470,foreignt,फ़ोरिंट
1471,tu,टू
1472,prudential,प्रुडेन्शियल
1473,guenevar,गुइनिवेर
1474,sami,सामी
1475,prajavani,प्रजावाणि
1476,velereya,वेलेरिया
1477,devahuti,देवाहुति
1478,monica,मोनिका
1479,lewinsky,लुइंस्की
1480,blight,तुषार
1481,imran,इमरान
1482,bairagnia,बैरागनिया
1483,kampala,कंपाला
1484,antares,एंटेयर्स
1485,freedom,आज़ादी
1486,part,ओर
1487,poori,पुरी
1488,raju,राजू
1489,kulkarni,कुलकर्णी
1490,discarts,डेसकार्टेस
1491,systems,सिस्टम्स
1492,anagant,अनाद्यंत
1493,madni,मदनी
1494,gaon,गाँव
1495,hamara,हमारा
1496,madura,मदुरा
1497,garment,गारमेंट्स
1498,faheem,फहीम
1499,constitution,कंस्टीट्यूशन
1500,yukuleley,युकुलेले
1501,finale,फिनले
1502,sarajevo,सराजेवो
1503,dominion,डॉमिनियन
1504,resource,रिसोर्सेज़
1505,sliding,स्लेडिंग
1506,sahar,शहर
1507,tumhaaraa,तुम्हारा
1508,potrsadaaun,पोर्ट्‍सडाउन
1509,hil,हिल
1510,vaabale,वाबले
1511,prabhaa,प्रभा
1512,badriprasaad,बद्रीप्रसाद
1513,achandaa,अचंदा
1514,dvaarakaaganz,द्वारकागंज
1515,sudee,सुदी
1516,morgan,मॉर्गन
1517,stanley,स्टेनली
1518,muhayee,मुहायी
1519,daidrar,डैर्ड्रा
1520,nirdosh,निर्दोष
1521,diji,डिज़ी
1522,phalke,फालके
1523,dutter,डर्ट
